"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 26 06:31:23 GMT 2023","Wed Jul 26 06:31:33 GMT 2023","10158","","Pause Screen","","Pause Screen","the Video Instructions Screen renders correctly","the Video Instructions Screen renders correctly","SessionId: c0b8541e084c48f0429548eb8dc3adb9ce583176"
"failed","Wed Jul 26 06:35:16 GMT 2023","Wed Jul 26 06:35:21 GMT 2023","5291","","Pause Screen: ET Settings","","Pause Screen: ET Settings","""after all"" hook","""after all"" hook",""
"failed","Wed Jul 26 06:31:33 GMT 2023","Wed Jul 26 06:31:43 GMT 2023","10112","","Pause Screen","","Pause Screen","the instructional video renders correctly","the instructional video renders correctly","SessionId: c0b8541e084c48f0429548eb8dc3adb9ce583176"
"failed","Wed Jul 26 06:31:21 GMT 2023","Wed Jul 26 06:31:23 GMT 2023","2193","","Pause Screen","","Pause Screen","renders correctly","renders correctly","SessionId: c0b8541e084c48f0429548eb8dc3adb9ce583176"
"failed","Wed Jul 26 06:30:58 GMT 2023","Wed Jul 26 06:31:21 GMT 2023","22884","","Pause Screen","","Pause Screen","""before all"" hook","""before all"" hook",""
"failed","Wed Jul 26 06:31:43 GMT 2023","Wed Jul 26 06:31:53 GMT 2023","10081","","Pause Screen","","Pause Screen","the modifications video renders correctly","the modifications video renders correctly","SessionId: c0b8541e084c48f0429548eb8dc3adb9ce583176"
"failed","Wed Jul 26 06:29:43 GMT 2023","Wed Jul 26 06:29:53 GMT 2023","10086","","Acute users without activity plan navigates to AcutePreConsult screen","","Acute users without activity plan navigates to AcutePreConsult screen","opens the Account screen","opens the Account screen","SessionId: 18e52d24a6350b9a8dad6f9f2d0494f52f70a063"
"failed","Wed Jul 26 06:35:15 GMT 2023","Wed Jul 26 06:35:16 GMT 2023","641","","Pause Screen: ET Settings","","Pause Screen: ET Settings","shows sound effects toggle","shows sound effects toggle","SessionId: c0b8541e084c48f0429548eb8dc3adb9ce583176"
"unknown","Wed Jul 26 06:26:21 GMT 2023","Thu Jan 01 00:00:00 GMT 1970","-1690352781643","","Acute users without activity plan navigates to AcutePreConsult screen","","Acute users without activity plan navigates to AcutePreConsult screen","""before all"" hook","""before all"" hook",""
"failed","Wed Jul 26 06:32:04 GMT 2023","Wed Jul 26 06:32:14 GMT 2023","10108","","Pause Screen","","Pause Screen","end exercise therapy modal renders and functions correctly","end exercise therapy modal renders and functions correctly","SessionId: c0b8541e084c48f0429548eb8dc3adb9ce583176"
"failed","Wed Jul 26 06:35:14 GMT 2023","Wed Jul 26 06:35:15 GMT 2023","912","","Pause Screen: ET Settings","","Pause Screen: ET Settings","shows audio instructions toggle","shows audio instructions toggle","SessionId: c0b8541e084c48f0429548eb8dc3adb9ce583176"
"failed","Wed Jul 26 06:35:21 GMT 2023","Wed Jul 26 06:35:31 GMT 2023","10097","","Pause Screen","","Pause Screen","""after all"" hook","""after all"" hook",""
"unknown","Wed Jul 26 06:32:14 GMT 2023","Thu Jan 01 00:00:00 GMT 1970","-1690353134923","","Pause Screen: ET Settings","","Pause Screen: ET Settings","""before all"" hook","""before all"" hook",""
"failed","Wed Jul 26 06:29:21 GMT 2023","Wed Jul 26 06:29:23 GMT 2023","1470","","Acute users without activity plan navigates to AcutePreConsult screen","","Acute users without activity plan navigates to AcutePreConsult screen","navigates to the Acute PreConsult screen","navigates to the Acute PreConsult screen","SessionId: 18e52d24a6350b9a8dad6f9f2d0494f52f70a063"
