"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 25 06:31:36 GMT 2023","Tue Jul 25 06:31:59 GMT 2023","23057","","Pause Screen","","Pause Screen","""before all"" hook","""before all"" hook",""
"failed","Tue Jul 25 06:30:25 GMT 2023","Tue Jul 25 06:30:37 GMT 2023","12543","","Acute users without activity plan navigates to AcutePreConsult screen","","Acute users without activity plan navigates to AcutePreConsult screen","""after all"" hook","""after all"" hook",""
"failed","Tue Jul 25 06:32:21 GMT 2023","Tue Jul 25 06:32:31 GMT 2023","10129","","Pause Screen","","Pause Screen","the modifications video renders correctly","the modifications video renders correctly","SessionId: 2535df6dd5b346580117f61a0ff6d1ac8517a31f"
"failed","Tue Jul 25 06:32:11 GMT 2023","Tue Jul 25 06:32:21 GMT 2023","10215","","Pause Screen","","Pause Screen","the instructional video renders correctly","the instructional video renders correctly","SessionId: 2535df6dd5b346580117f61a0ff6d1ac8517a31f"
"failed","Tue Jul 25 06:32:31 GMT 2023","Tue Jul 25 06:32:42 GMT 2023","10716","","Pause Screen","","Pause Screen","restart exercise correctly","restart exercise correctly","SessionId: 2535df6dd5b346580117f61a0ff6d1ac8517a31f"
"failed","Tue Jul 25 06:29:54 GMT 2023","Tue Jul 25 06:30:05 GMT 2023","10151","","Acute users without activity plan navigates to AcutePreConsult screen","","Acute users without activity plan navigates to AcutePreConsult screen","opens the Video Visit tips resources","opens the Video Visit tips resources","SessionId: 3cb566d25655d9db8b768c1227c215e2da689f08"
"failed","Tue Jul 25 06:35:59 GMT 2023","Tue Jul 25 06:36:09 GMT 2023","10078","","Pause Screen","","Pause Screen","""after all"" hook","""after all"" hook",""
"unknown","Tue Jul 25 06:26:53 GMT 2023","Thu Jan 01 00:00:00 GMT 1970","-1690266413302","","Acute users without activity plan navigates to AcutePreConsult screen","","Acute users without activity plan navigates to AcutePreConsult screen","""before all"" hook","""before all"" hook",""
"unknown","Tue Jul 25 06:22:53 GMT 2023","Thu Jan 01 00:00:00 GMT 1970","-1690266173243","","Acute users with red flags navigates in the onboarding red flow Sanity check","","Acute users with red flags navigates in the onboarding red flow Sanity check","""before all"" hook","""before all"" hook",""
"failed","Tue Jul 25 06:26:03 GMT 2023","Tue Jul 25 06:26:13 GMT 2023","10132","","Acute users with red flags navigates in the onboarding red flow Sanity check","","Acute users with red flags navigates in the onboarding red flow Sanity check","""after all"" hook","""after all"" hook",""
"failed","Tue Jul 25 06:32:01 GMT 2023","Tue Jul 25 06:32:11 GMT 2023","10259","","Pause Screen","","Pause Screen","the Video Instructions Screen renders correctly","the Video Instructions Screen renders correctly","SessionId: 2535df6dd5b346580117f61a0ff6d1ac8517a31f"
"failed","Tue Jul 25 06:32:42 GMT 2023","Tue Jul 25 06:32:52 GMT 2023","10135","","Pause Screen","","Pause Screen","end exercise therapy modal renders and functions correctly","end exercise therapy modal renders and functions correctly","SessionId: 2535df6dd5b346580117f61a0ff6d1ac8517a31f"
"failed","Tue Jul 25 06:35:54 GMT 2023","Tue Jul 25 06:35:59 GMT 2023","5319","","Pause Screen: ET Settings","","Pause Screen: ET Settings","""after all"" hook","""after all"" hook",""
"failed","Tue Jul 25 06:30:15 GMT 2023","Tue Jul 25 06:30:25 GMT 2023","10091","","Acute users without activity plan navigates to AcutePreConsult screen","","Acute users without activity plan navigates to AcutePreConsult screen","opens the Account screen","opens the Account screen","SessionId: 3cb566d25655d9db8b768c1227c215e2da689f08"
